ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
23982,JB298782,06/08/2018 07:24:00 PM,016XX S HOMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1021,010,24,29,01A,1153970,1891592,2018,06/15/2018 04:08:10 PM,41.858359419,-87.710313967,"(41.858359419, -87.710313967)"
23983,JB298983,06/08/2018 10:16:00 PM,079XX S MUSKEGON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0422,004,7,46,01A,1196551,1852835,2018,06/15/2018 04:08:10 PM,41.751054131,-87.555305122,"(41.751054131, -87.555305122)"
23979,JB296992,06/09/2018 02:59:00 AM,047XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0223,002,3,38,01A,1180398,1873719,2018,06/16/2018 03:51:19 PM,41.808747436,-87.613856692,"(41.808747436, -87.613856692)"
23984,JB299145,06/09/2018 02:53:00 AM,072XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0832,008,18,66,01A,1161626,1856687,2018,06/16/2018 03:51:19 PM,41.762419957,-87.683180808,"(41.762419957, -87.683180808)"
23985,JB299286,06/09/2018 06:33:00 AM,045XX S CHAMPLAIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0221,002,3,38,01A,1181467,1875056,2018,06/16/2018 03:51:19 PM,41.812391646,-87.609894589,"(41.812391646, -87.609894589)"
23986,JB300182,06/09/2018 08:58:00 PM,076XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,6,69,01A,1181227,1854486,2018,06/16/2018 03:51:19 PM,41.755951187,-87.611408386,"(41.755951187, -87.611408386)"
23987,JB300432,06/10/2018 01:37:00 AM,064XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0312,003,20,42,01A,1180687,1862338,2018,06/17/2018 03:50:56 PM,41.777510301,-87.613146407,"(41.777510301, -87.613146407)"
23989,JB300560,06/10/2018 04:46:00 AM,019XX W GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,0932,009,16,61,01A,1164157,1868187,2018,06/17/2018 03:50:56 PM,41.793924612,-87.673580917,"(41.793924612, -87.673580917)"
23990,JB301261,06/10/2018 05:53:00 PM,054XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0932,009,16,61,01A,1164281,1868581,2018,06/17/2018 03:50:56 PM,41.795003185,-87.673115119,"(41.795003185, -87.673115119)"
23991,JB300919,06/10/2018 12:52:00 PM,100XX S FOREST AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0511,005,9,49,01A,1180017,1838564,2018,06/17/2018 03:50:56 PM,41.71228708,-87.616328826,"(41.71228708, -87.616328826)"
23996,JB303734,06/14/2018 01:38:00 PM,003XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,LIQUOR STORE,true,false,0323,003,6,69,01A,1179496,1855350,2018,07/03/2018 03:53:07 PM,41.758361783,-87.617725721,"(41.758361783, -87.617725721)"
23997,JB307013,06/14/2018 05:47:00 PM,013XX W 108TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,2234,022,34,75,01A,1169349,1832816,2018,06/21/2018 04:04:58 PM,41.696750796,-87.655563772,"(41.696750796, -87.655563772)"
23998,JB307399,06/15/2018 12:01:00 AM,042XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1115,011,28,26,01A,1148099,1898998,2018,06/22/2018 03:53:00 PM,41.878797251,-87.731673919,"(41.878797251, -87.731673919)"
23999,JB307723,06/15/2018 09:43:00 AM,050XX N BERNARD ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,1712,017,39,13,01A,1152477,1933078,2018,06/22/2018 03:53:00 PM,41.972230291,-87.714695829,"(41.972230291, -87.714695829)"
24000,JB308673,06/15/2018 10:07:00 PM,005XX E 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,003,20,42,01A,1180777,1863351,2018,06/22/2018 03:53:00 PM,41.780288003,-87.612785352,"(41.780288003, -87.612785352)"
24001,JB308673,06/15/2018 10:17:00 PM,005XX E 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,003,20,42,01A,1180777,1863351,2018,06/22/2018 03:53:00 PM,41.780288003,-87.612785352,"(41.780288003, -87.612785352)"
24018,JB142659,02/06/2018 03:51:00 AM,040XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1115,011,28,26,01A,1149448,1899029,2018,06/24/2018 03:47:52 PM,41.878856261,-87.726719805,"(41.878856261, -87.726719805)"
24019,JB142659,02/06/2018 03:51:00 AM,040XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1115,011,28,26,01A,1149448,1899029,2018,06/24/2018 03:47:52 PM,41.878856261,-87.726719805,"(41.878856261, -87.726719805)"
24002,JB308725,06/16/2018 03:30:00 AM,067XX S PARNELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,true,0722,007,6,68,01A,1173731,1860240,2018,06/23/2018 03:54:12 PM,41.771910178,-87.638709117,"(41.771910178, -87.638709117)"
24005,JB308785,06/16/2018 06:00:00 PM,016XX E 53RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0234,002,5,41,01A,1188254,1870450,2018,06/23/2018 03:54:12 PM,41.799592992,-87.585147348,"(41.799592992, -87.585147348)"
24006,JB309066,06/16/2018 07:36:00 AM,034XX W CARROLL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1123,011,28,27,01A,1153330,1902186,2018,06/23/2018 03:54:12 PM,41.887443217,-87.712381872,"(41.887443217, -87.712381872)"
24007,JB310395,06/17/2018 06:36:00 AM,058XX S PEORIA ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0712,007,16,68,01A,1171310,1865958,2018,06/24/2018 03:50:08 PM,41.787654353,-87.647416526,"(41.787654353, -87.647416526)"
24009,JB311306,06/17/2018 09:34:00 PM,065XX S MAPLEWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0832,008,15,66,01A,1160500,1861132,2018,06/24/2018 03:50:08 PM,41.774640959,-87.687185395,"(41.774640959, -87.687185395)"
24016,JB310763,06/17/2018 01:00:00 PM,025XX W 70TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,true,0832,008,18,66,01A,1160472,1858148,2018,06/24/2018 03:50:08 PM,41.766453012,-87.687370197,"(41.766453012, -87.687370197)"
24008,JB310642,06/17/2018 12:36:00 PM,016XX N LUNA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2532,025,37,25,01A,1139157,1910260,2018,07/10/2018 03:57:40 PM,41.909868892,-87.764233371,"(41.909868892, -87.764233371)"
24021,JB300144,06/17/2018 04:05:00 PM,045XX W ROOSEVELT RD,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,1131,011,24,29,01A,1146019,1894308,2018,07/03/2018 03:53:07 PM,41.865967079,-87.739430507,"(41.865967079, -87.739430507)"
24010,JB311508,06/18/2018 03:39:00 AM,031XX W 40TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0921,009,14,58,01A,1156091,1877928,2018,06/25/2018 03:52:40 PM,41.820821284,-87.702896654,"(41.820821284, -87.702896654)"
24011,JB311624,06/18/2018 05:23:00 AM,012XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1233,012,2,28,01A,1167237,1894351,2018,06/25/2018 03:52:40 PM,41.865655856,-87.661536457,"(41.865655856, -87.661536457)"
24013,JB312209,06/18/2018 01:58:00 PM,005XX N LARAMIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,015,28,25,01A,1141611,1902851,2018,06/25/2018 03:52:40 PM,41.889492699,-87.755401618,"(41.889492699, -87.755401618)"
24012,JB311624,06/19/2018 01:14:00 AM,012XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1233,012,2,28,01A,1167237,1894351,2018,06/26/2018 03:54:59 PM,41.865655856,-87.661536457,"(41.865655856, -87.661536457)"
24014,JB313093,06/19/2018 02:20:00 AM,000XX W 103RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOTEL,false,false,0512,005,34,49,01A,1177576,1836668,2018,06/26/2018 03:54:59 PM,41.707139627,-87.625325518,"(41.707139627, -87.625325518)"
24015,JB314351,06/19/2018 09:55:00 PM,050XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0931,009,16,61,01A,1165200,1871223,2018,06/26/2018 03:54:59 PM,41.802233734,-87.669670337,"(41.802233734, -87.669670337)"
24020,JB314967,06/21/2018 03:01:00 PM,063XX S PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0725,007,15,67,01A,1166086,1862612,2018,09/18/2018 04:02:50 PM,41.778585275,-87.666665886,"(41.778585275, -87.666665886)"
24022,JB319606,06/23/2018 06:40:00 PM,055XX S SHIELDS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0711,007,3,68,01A,1174913,1868171,2018,06/30/2018 03:49:07 PM,41.793647419,-87.634139894,"(41.793647419, -87.634139894)"
24023,JB320901,06/24/2018 06:48:00 PM,119XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0532,005,9,53,01A,1178992,1825652,2018,07/01/2018 03:55:31 PM,41.676878082,-87.620474006,"(41.676878082, -87.620474006)"
24028,JB320525,06/24/2018 07:20:00 PM,049XX S KEELER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GARAGE,true,false,0815,008,23,57,01A,1149194,1871617,2018,07/01/2018 03:55:31 PM,41.803639065,-87.728361417,"(41.803639065, -87.728361417)"
24024,JB321259,06/25/2018 12:03:00 AM,044XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0215,002,3,38,01A,1178784,1875596,2018,07/02/2018 03:51:34 PM,41.813935009,-87.61971928,"(41.813935009, -87.61971928)"
24026,JB322801,06/25/2018 11:50:00 PM,123XX S YALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0523,005,34,53,01A,1176840,1823147,2018,07/02/2018 03:51:34 PM,41.670052557,-87.6284259,"(41.670052557, -87.6284259)"
24025,JB322098,06/26/2018 03:43:00 PM,133XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0533,005,9,54,01A,1180389,1816965,2018,07/03/2018 03:55:36 PM,41.653007794,-87.615625419,"(41.653007794, -87.615625419)"
24027,JB318641,06/26/2018 02:15:00 PM,001XX E 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0224,002,3,38,01A,1178154,1871244,2018,07/03/2018 03:55:36 PM,41.802007069,-87.622162249,"(41.802007069, -87.622162249)"
24031,JB311641,06/26/2018 11:02:00 AM,042XX W CARROLL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1114,011,28,26,01A,1148023,1901960,2018,07/03/2018 03:55:36 PM,41.886926776,-87.731876755,"(41.886926776, -87.731876755)"
24029,JB325389,06/27/2018 08:03:00 PM,078XX S MARYLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,6,69,01A,1183262,1853178,2018,07/04/2018 03:53:35 PM,41.752314797,-87.603991283,"(41.752314797, -87.603991283)"
24030,JB325879,06/28/2018 07:02:00 AM,106XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0512,005,34,49,01A,1177815,1834251,2018,09/20/2018 03:58:47 PM,41.700501645,-87.624523155,"(41.700501645, -87.624523155)"
23833,JB158257,02/20/2018 01:06:00 AM,005XX W 68TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0722,007,6,68,01A,1174027,1859826,2018,02/27/2018 03:59:52 PM,41.770767549,-87.637636355,"(41.770767549, -87.637636355)"
24032,JB328771,06/30/2018 05:12:00 AM,056XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0225,002,20,40,01A,1177674,1867745,2018,07/07/2018 03:59:10 PM,41.792416366,-87.624028472,"(41.792416366, -87.624028472)"
24033,JB329596,06/30/2018 08:00:00 PM,079XX S GREENWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0624,006,8,44,01A,1184931,1852541,2018,07/07/2018 03:59:10 PM,41.750527818,-87.597895144,"(41.750527818, -87.597895144)"
24034,JB330247,07/01/2018 05:57:00 AM,066XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0832,008,15,66,01A,1161515,1860642,2018,07/08/2018 04:08:06 PM,41.773275343,-87.68347812,"(41.773275343, -87.68347812)"
23806,JB138832,02/03/2018 05:21:00 AM,004XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,24,26,01A,1149796,1897641,2018,02/10/2018 04:08:39 PM,41.875040676,-87.725478099,"(41.875040676, -87.725478099)"
23807,JB139392,02/03/2018 04:22:00 AM,001XX E 119TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0532,005,9,53,01A,1179224,1825756,2018,02/10/2018 04:08:39 PM,41.677158203,-87.619621673,"(41.677158203, -87.619621673)"
23809,JB140367,02/03/2018 09:03:00 PM,024XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0825,008,15,66,01A,1160989,1862809,2018,02/10/2018 04:08:39 PM,41.779232785,-87.685346466,"(41.779232785, -87.685346466)"
23817,JB101973,01/12/2018 07:00:00 AM,033XX N MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YMCA,true,false,1922,019,44,6,01A,1164729,1922247,2018,02/28/2018 03:56:25 PM,41.942257928,-87.669951491,"(41.942257928, -87.669951491)"
23808,JB139690,02/03/2018 12:34:00 PM,077XX S YATES BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0414,004,7,43,01A,1193541,1854151,2018,06/02/2018 03:46:15 PM,41.754739502,-87.56629204,"(41.754739502, -87.56629204)"
23757,JB100159,01/01/2018 02:46:00 AM,039XX W CORNELIA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1732,017,30,21,01A,1149289,1922972,2018,01/08/2018 03:55:29 PM,41.944561251,-87.726681812,"(41.944561251, -87.726681812)"
23758,JB100522,01/01/2018 11:33:00 AM,026XX N HAMPDEN CT,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1935,019,43,7,01A,1172664,1917743,2018,01/08/2018 03:55:29 PM,41.929726567,-87.64092074,"(41.929726567, -87.64092074)"
23759,JB100839,01/01/2018 06:27:00 PM,047XX S PRINCETON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0935,009,3,37,01A,1175089,1873464,2018,01/08/2018 03:55:29 PM,41.808168003,-87.633336457,"(41.808168003, -87.633336457)"
23761,JB101043,01/01/2018 10:40:00 PM,081XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0411,004,8,45,01A,1188344,1851279,2018,07/25/2018 03:53:11 PM,41.746984035,-87.585428696,"(41.746984035, -87.585428696)"
23763,JB105765,01/05/2018 06:50:00 PM,053XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1523,015,28,25,01A,1140721,1902054,2018,01/12/2018 03:58:33 PM,41.887322035,-87.758689717,"(41.887322035, -87.758689717)"
23762,JB105277,01/06/2018 12:54:00 PM,015XX E 62ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0314,003,5,42,01A,1187318,1864355,2018,01/13/2018 03:51:44 PM,41.782890153,-87.588773433,"(41.782890153, -87.588773433)"
23765,JB106545,01/06/2018 01:20:00 PM,072XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0733,007,17,68,01A,1169907,1856694,2018,01/13/2018 03:51:44 PM,41.762263405,-87.652829514,"(41.762263405, -87.652829514)"
23767,JB107731,01/07/2018 04:37:00 PM,007XX N CHRISTIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1121,011,27,23,01A,1153907,1904830,2018,01/14/2018 03:51:28 PM,41.894687135,-87.710192429,"(41.894687135, -87.710192429)"
23768,JB109411,01/09/2018 04:08:00 AM,015XX W GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0713,007,16,67,01A,1166851,1868115,2018,01/16/2018 04:04:00 PM,41.793669876,-87.66370422,"(41.793669876, -87.66370422)"
23772,JB110393,01/09/2018 08:36:00 PM,051XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1533,015,28,25,01A,1142053,1898843,2018,01/16/2018 04:04:00 PM,41.878486072,-87.753877774,"(41.878486072, -87.753877774)"
23771,JB109877,01/10/2018 03:03:00 AM,133XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0533,005,9,54,01A,1180829,1816902,2018,01/17/2018 03:56:34 PM,41.652824848,-87.614017425,"(41.652824848, -87.614017425)"
23774,JB110632,01/10/2018 03:18:00 AM,013XX N LOREL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,2532,025,37,25,01A,1140394,1908422,2018,01/17/2018 03:56:34 PM,41.904802597,-87.75973423,"(41.904802597, -87.75973423)"
23770,JB110156,01/09/2018 05:22:00 PM,019XX N ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1421,014,35,22,01A,1155202,1912541,2018,01/18/2018 03:52:54 PM,41.915820895,-87.705228873,"(41.915820895, -87.705228873)"
23773,JB111912,01/11/2018 05:51:00 AM,049XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,true,false,0815,008,23,56,01A,1145196,1871375,2018,01/18/2018 03:58:25 PM,41.803051264,-87.743030382,"(41.803051264, -87.743030382)"
23775,JB112212,01/11/2018 12:07:00 PM,053XX W RACE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1523,015,37,25,01A,1140682,1903038,2018,01/18/2018 03:58:25 PM,41.890022969,-87.758808744,"(41.890022969, -87.758808744)"
23776,JB115833,01/14/2018 11:03:00 AM,119XX S HARVARD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,005,34,53,01A,1176105,1825684,2018,01/22/2018 03:58:10 PM,41.677030954,-87.631040238,"(41.677030954, -87.631040238)"
23777,JB120039,01/18/2018 03:41:00 AM,066XX S EVANS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0321,003,20,42,01A,1182361,1861107,2018,04/25/2018 03:54:41 PM,41.774093686,-87.607047693,"(41.774093686, -87.607047693)"
23780,JB122301,01/20/2018 12:04:00 AM,029XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,004,7,43,01A,1196965,1853146,2018,01/27/2018 03:53:35 PM,41.751897254,-87.553777728,"(41.751897254, -87.553777728)"
23782,JB123082,01/20/2018 01:53:00 PM,000XX W 69TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,CTA PROPERTY,true,false,0731,007,6,69,01A,1177279,1859276,2018,02/04/2018 03:51:29 PM,41.769185486,-87.625732415,"(41.769185486, -87.625732415)"
23783,JB123800,01/21/2018 02:44:00 AM,129XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0523,005,34,53,01A,1173364,1818999,2018,01/28/2018 03:52:49 PM,41.658747067,-87.641269569,"(41.658747067, -87.641269569)"
23784,JB123810,01/21/2018 03:43:00 AM,060XX W BELDEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2512,025,37,19,01A,1135913,1914660,2018,01/28/2018 03:52:49 PM,41.922001458,-87.776045651,"(41.922001458, -87.776045651)"
23785,JB123810,01/21/2018 03:45:00 AM,060XX W BELDEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2512,025,37,19,01A,1135913,1914660,2018,01/28/2018 03:52:49 PM,41.922001458,-87.776045651,"(41.922001458, -87.776045651)"
23786,JB124819,01/22/2018 02:45:00 AM,058XX S SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0822,008,13,62,01A,1151376,1865388,2018,01/29/2018 03:56:21 PM,41.786503336,-87.720521696,"(41.786503336, -87.720521696)"
23788,JB125943,01/22/2018 10:00:00 PM,026XX E 83RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0423,004,7,46,01A,1195113,1850446,2018,01/29/2018 03:56:21 PM,41.744534088,-87.560653171,"(41.744534088, -87.560653171)"
23787,JB125747,01/22/2018 06:28:00 PM,010XX E 80TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0631,006,8,44,01A,1184740,1852175,2018,04/26/2018 03:48:19 PM,41.749527954,-87.598606502,"(41.749527954, -87.598606502)"
23790,JB127183,01/23/2018 07:53:00 PM,042XX W HIRSCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2534,025,37,23,01A,1148044,1908989,2018,01/30/2018 03:52:26 PM,41.906214695,-87.731618605,"(41.906214695, -87.731618605)"
23791,JB127534,01/24/2018 06:45:00 AM,004XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,24,26,01A,1149797,1897611,2018,01/31/2018 03:55:34 PM,41.874958334,-87.725475207,"(41.874958334, -87.725475207)"
23792,JB128067,01/24/2018 02:47:00 PM,050XX W FULLERTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,2522,025,31,19,01A,1142454,1915492,2018,01/31/2018 03:55:34 PM,41.924165391,-87.751991106,"(41.924165391, -87.751991106)"
23793,JB130123,01/26/2018 10:32:00 AM,070XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0731,007,6,69,01A,1176892,1858475,2018,02/02/2018 03:49:15 PM,41.766996182,-87.627175072,"(41.766996182, -87.627175072)"
23796,JB131208,01/27/2018 02:27:00 AM,025XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1423,014,26,24,01A,1159077,1907889,2018,02/03/2018 03:54:12 PM,41.902976682,-87.691120334,"(41.902976682, -87.691120334)"
23797,JB131588,01/27/2018 11:55:00 AM,013XX W 110TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2234,022,34,75,01A,1169282,1831488,2018,02/03/2018 03:54:12 PM,41.693107995,-87.655847332,"(41.693107995, -87.655847332)"
23798,JB135745,01/30/2018 09:51:00 PM,024XX W EASTWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,1911,019,47,4,01A,1159285,1930760,2018,02/09/2018 03:44:29 PM,41.965731951,-87.689725637,"(41.965731951, -87.689725637)"
23799,JB136342,01/31/2018 02:02:00 PM,111XX S EMERALD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,2233,022,34,49,01A,1173300,1831037,2018,02/07/2018 03:51:52 PM,41.691782717,-87.641149904,"(41.691782717, -87.641149904)"
